Time,Price
0.000000000000000000e+00,2.354916666666666814e+01
3.600000000000000000e+03,2.214333333333333442e+01
7.200000000000000000e+03,2.241000000000000014e+01
1.080000000000000000e+04,2.219000000000000128e+01
1.440000000000000000e+04,2.220000000000000284e+01
1.800000000000000000e+04,2.204249999999999332e+01
2.160000000000000000e+04,2.191083333333333272e+01
2.520000000000000000e+04,2.218666666666666387e+01
2.880000000000000000e+04,2.210916666666666686e+01
3.240000000000000000e+04,2.316666666666666785e+01
3.600000000000000000e+04,3.032166666666666188e+01
3.960000000000000000e+04,2.501500000000000057e+01
4.320000000000000000e+04,2.454749999999999943e+01
4.680000000000000000e+04,2.338250000000000384e+01
5.040000000000000000e+04,2.278916666666667012e+01
5.400000000000000000e+04,2.269416666666666416e+01
5.760000000000000000e+04,2.278583333333333272e+01
6.120000000000000000e+04,2.482666666666666799e+01
6.480000000000000000e+04,2.918250000000000455e+01
6.840000000000000000e+04,2.688083333333333158e+01
7.200000000000000000e+04,2.799083333333333812e+01
7.560000000000000000e+04,2.469916666666665961e+01
7.920000000000000000e+04,2.387166666666666615e+01
8.280000000000000000e+04,2.137583333333333258e+01
8.640000000000000000e+04,2.140249999999999986e+01
9.000000000000000000e+04,2.154749999999999943e+01
9.360000000000000000e+04,2.155500000000000327e+01
9.720000000000000000e+04,2.160583333333333300e+01
1.008000000000000000e+05,2.161666666666666359e+01
1.044000000000000000e+05,2.197666666666667012e+01
1.080000000000000000e+05,2.272166666666666401e+01
1.116000000000000000e+05,2.417083333333333428e+01
1.152000000000000000e+05,2.716333333333333044e+01
1.188000000000000000e+05,3.592499999999999716e+01
1.224000000000000000e+05,2.908666666666666956e+01
1.260000000000000000e+05,4.232416666666666316e+01
1.296000000000000000e+05,2.860250000000000270e+01
1.332000000000000000e+05,2.688833333333333542e+01
1.368000000000000000e+05,2.514666666666666472e+01
1.404000000000000000e+05,2.401583333333333314e+01
1.440000000000000000e+05,2.446583333333333243e+01
1.476000000000000000e+05,2.804583333333333073e+01
1.512000000000000000e+05,3.291333333333333400e+01
1.548000000000000000e+05,3.365833333333333144e+01
1.584000000000000000e+05,2.956166666666666742e+01
1.620000000000000000e+05,2.805333333333332746e+01
1.656000000000000000e+05,2.532333333333332703e+01
1.692000000000000000e+05,2.248499999999999943e+01
1.728000000000000000e+05,2.289416666666666700e+01
1.764000000000000000e+05,2.628666666666666529e+01
1.800000000000000000e+05,2.203000000000000114e+01
1.836000000000000000e+05,2.404416666666666913e+01
1.872000000000000000e+05,2.312500000000000000e+01
1.908000000000000000e+05,3.304333333333334366e+01
1.944000000000000000e+05,2.408583333333332988e+01
1.980000000000000000e+05,3.475666666666666771e+01
2.016000000000000000e+05,3.432083333333333286e+01
2.052000000000000000e+05,4.229499999999999460e+01
2.088000000000000000e+05,2.674916666666667098e+01
2.124000000000000000e+05,2.318333333333333712e+01
2.160000000000000000e+05,2.556500000000000838e+01
2.196000000000000000e+05,2.336666666666667069e+01
2.232000000000000000e+05,2.390083333333333471e+01
2.268000000000000000e+05,2.324749999999999872e+01
2.304000000000000000e+05,2.356083333333333130e+01
2.340000000000000000e+05,2.628416666666666757e+01
2.376000000000000000e+05,3.847583333333333400e+01
2.412000000000000000e+05,2.529250000000000043e+01
2.448000000000000000e+05,2.399333333333333584e+01
2.484000000000000000e+05,2.251166666666666671e+01
2.520000000000000000e+05,2.222583333333333755e+01
2.556000000000000000e+05,2.153833333333333755e+01
2.592000000000000000e+05,2.018499999999999872e+01
2.628000000000000000e+05,1.975916666666666899e+01
2.664000000000000000e+05,2.040833333333333499e+01
2.700000000000000000e+05,2.145500000000000185e+01
2.736000000000000000e+05,2.075249999999999773e+01
2.772000000000000000e+05,1.976000000000000156e+01
2.808000000000000000e+05,2.487083333333333357e+01
2.844000000000000000e+05,2.441583333333333528e+01
2.880000000000000000e+05,2.370583333333333442e+01
2.916000000000000000e+05,2.367500000000000071e+01
2.952000000000000000e+05,2.483166666666666345e+01
2.988000000000000000e+05,2.647916666666666785e+01
3.024000000000000000e+05,2.805083333333332973e+01
3.060000000000000000e+05,2.626416666666666444e+01
3.096000000000000000e+05,2.661833333333332874e+01
3.132000000000000000e+05,2.548749999999999716e+01
3.168000000000000000e+05,2.394499999999999318e+01
3.204000000000000000e+05,2.502916666666666856e+01
3.240000000000000000e+05,3.645583333333333087e+01
3.276000000000000000e+05,2.710083333333333044e+01
3.312000000000000000e+05,2.483833333333333471e+01
3.348000000000000000e+05,2.383750000000000213e+01
3.384000000000000000e+05,2.419999999999999929e+01
3.420000000000000000e+05,2.324250000000000327e+01
3.456000000000000000e+05,2.287416666666666742e+01
3.492000000000000000e+05,2.247416666666666529e+01
3.528000000000000000e+05,2.686999999999999389e+01
3.564000000000000000e+05,2.531333333333333613e+01
3.600000000000000000e+05,2.712500000000000355e+01
3.636000000000000000e+05,2.983249999999999602e+01
3.672000000000000000e+05,2.648916666666666586e+01
3.708000000000000000e+05,3.703999999999999915e+01
3.744000000000000000e+05,2.446750000000000114e+01
3.780000000000000000e+05,2.468666666666666742e+01
3.816000000000000000e+05,2.512249999999999872e+01
3.852000000000000000e+05,2.396666666666666856e+01
3.888000000000000000e+05,2.339916666666666245e+01
3.924000000000000000e+05,2.290416666666666501e+01
3.960000000000000000e+05,2.251749999999999829e+01
3.996000000000000000e+05,2.194583333333333641e+01
4.032000000000000000e+05,2.231250000000000000e+01
4.068000000000000000e+05,2.538166666666667126e+01
4.104000000000000000e+05,3.895750000000000313e+01
4.140000000000000000e+05,2.302166666666666472e+01
4.176000000000000000e+05,2.301916666666666700e+01
4.212000000000000000e+05,2.312500000000000000e+01
4.248000000000000000e+05,2.331500000000000128e+01
4.284000000000000000e+05,2.138833333333333186e+01
4.320000000000000000e+05,2.208416666666666472e+01
4.356000000000000000e+05,2.320916666666666472e+01
4.392000000000000000e+05,2.070833333333333215e+01
4.428000000000000000e+05,2.178166666666666629e+01
4.464000000000000000e+05,2.200749999999999673e+01
4.500000000000000000e+05,2.045999999999999730e+01
4.536000000000000000e+05,2.115166666666666728e+01
4.572000000000000000e+05,2.399666666666666970e+01
4.608000000000000000e+05,2.541583333333332817e+01
4.644000000000000000e+05,2.684833333333333272e+01
4.680000000000000000e+05,3.962500000000000000e+01
4.716000000000000000e+05,2.667249999999999943e+01
4.752000000000000000e+05,2.853166666666666629e+01
4.788000000000000000e+05,2.833666666666666956e+01
4.824000000000000000e+05,2.488250000000000384e+01
4.860000000000000000e+05,2.397499999999999787e+01
4.896000000000000000e+05,2.386916666666666842e+01
4.932000000000000000e+05,2.911166666666666458e+01
4.968000000000000000e+05,3.123166666666666558e+01
5.004000000000000000e+05,2.430166666666666586e+01
5.040000000000000000e+05,8.392916666666666003e+01
5.076000000000000000e+05,3.779749999999999943e+01
5.112000000000000000e+05,3.421916666666666629e+01
5.148000000000000000e+05,2.159916666666666174e+01
5.184000000000000000e+05,2.087833333333333030e+01
5.220000000000000000e+05,2.860666666666666558e+01
5.256000000000000000e+05,3.674166666666666714e+01
5.292000000000000000e+05,3.411333333333333684e+01
5.328000000000000000e+05,1.637249999999999872e+01
5.364000000000000000e+05,4.503833333333333400e+01
5.400000000000000000e+05,3.116999999999999815e+01
5.436000000000000000e+05,3.826500000000000767e+01
5.472000000000000000e+05,2.498250000000000171e+01
5.508000000000000000e+05,2.545416666666666572e+01
5.544000000000000000e+05,2.829666666666666330e+01
5.580000000000000000e+05,2.726666666666666572e+01
5.616000000000000000e+05,2.215500000000000469e+01
5.652000000000000000e+05,2.221166666666666245e+01
5.688000000000000000e+05,2.265166666666667084e+01
5.724000000000000000e+05,2.239083333333333314e+01
5.760000000000000000e+05,2.255166666666666586e+01
5.796000000000000000e+05,2.447666666666667012e+01
5.832000000000000000e+05,7.331250000000000000e+01
5.868000000000000000e+05,4.471166666666666600e+01
5.904000000000000000e+05,3.349050000000000296e+02
5.940000000000000000e+05,1.399300000000000068e+02
5.976000000000000000e+05,2.930916666666666970e+01
6.012000000000000000e+05,4.098333333333334139e+01
6.048000000000000000e+05,2.518666666666667098e+01
6.084000000000000000e+05,2.138166666666667126e+01
6.120000000000000000e+05,2.197833333333333528e+01
6.156000000000000000e+05,2.156833333333333158e+01
6.192000000000000000e+05,2.191583333333332817e+01
6.228000000000000000e+05,2.588750000000000284e+01
6.264000000000000000e+05,2.879416666666666913e+01
6.300000000000000000e+05,3.763499999999999801e+01
6.336000000000000000e+05,2.906833333333333158e+01
6.372000000000000000e+05,3.077083333333333925e+01
6.408000000000000000e+05,2.713583333333333414e+01
6.444000000000000000e+05,2.387500000000000355e+01
6.480000000000000000e+05,2.307416666666666671e+01
6.516000000000000000e+05,2.255583333333332874e+01
6.552000000000000000e+05,2.203499999999999659e+01
6.588000000000000000e+05,2.211916666666667197e+01
6.624000000000000000e+05,2.199333333333333584e+01
6.660000000000000000e+05,3.942333333333333201e+01
6.696000000000000000e+05,2.303999999999999559e+01
